sample,species
077837.png,picea
017083.png,salix
049071.png,fraxinus
068120.png,pinus
111614.png,carpinus
028530.png,cupressaceae
021787.png,populus
087129.png,fagus
088901.png,betula
001580.png,tilia
058662.png,populus
037342.png,alnus
087313.png,picea
099189.png,fagus
008852.png,salix
068788.png,fagus
014700.png,poaceae
058886.png,salix
004362.png,carpinus
020191.png,tilia
053031.png,fraxinus
087736.png,tilia
106185.png,picea
057977.png,cupressaceae
094624.png,quercus
020981.png,urticaceae
047597.png,corylus
023032.png,betula
050633.png,fagus
090272.png,fraxinus
076441.png,tilia
082428.png,betula
022943.png,fraxinus
090553.png,picea
078637.png,populus
070779.png,tilia
077459.png,salix
089194.png,poaceae
061237.png,salix
017513.png,poaceae
034898.png,pinus
055792.png,populus
052470.png,populus
037794.png,fagus
067367.png,fagus
007146.png,salix
092215.png,corylus
018477.png,urticaceae
090604.png,alnus
079672.png,salix
067484.png,corylus
041376.png,urticaceae
082016.png,salix
010592.png,picea
056439.png,pinus
023230.png,picea
064630.png,carpinus
058082.png,salix
096320.png,alnus
009856.png,salix
056689.png,corylus
075069.png,betula
034215.png,corylus
037321.png,betula
104566.png,salix
097621.png,alnus
095808.png,fagus
109559.png,populus
113412.png,picea
031176.png,carpinus
102362.png,quercus
113490.png,populus
042981.png,cupressaceae
006614.png,tilia
105615.png,alnus
020763.png,tilia
073791.png,populus
104951.png,picea
080243.png,populus
044109.png,fraxinus
030130.png,populus
019494.png,picea
002207.png,pinus
017710.png,pinus
107721.png,corylus
058220.png,fagus
002664.png,betula
008107.png,salix
040399.png,fraxinus
053885.png,picea
104022.png,salix
008260.png,tilia
080229.png,alnus
054135.png,quercus
072660.png,fagus
000053.png,populus
033261.png,tilia
059450.png,salix
087912.png,fagus
091286.png,carpinus
061137.png,betula
061159.png,corylus
030048.png,carpinus
088151.png,pinus
114402.png,cupressaceae
079136.png,alnus
034997.png,tilia
013453.png,fagus
106104.png,fagus
074397.png,quercus
101520.png,cupressaceae
044274.png,urticaceae
107666.png,poaceae
110670.png,betula
048939.png,urticaceae
030333.png,betula
029501.png,fraxinus
092689.png,poaceae
105422.png,alnus
054238.png,quercus
111645.png,quercus
110516.png,fagus
054682.png,salix
062351.png,carpinus
026489.png,carpinus
088873.png,pinus
075623.png,pinus
010015.png,poaceae
111035.png,fraxinus
013100.png,corylus
018861.png,quercus
080338.png,cupressaceae
038788.png,pinus
076317.png,pinus
068424.png,corylus
112771.png,poaceae
094926.png,fagus
026011.png,alnus
011374.png,alnus
114963.png,fagus
007336.png,salix
083067.png,picea
031381.png,picea
039493.png,corylus
004317.png,alnus
091485.png,fraxinus
081176.png,corylus
051673.png,picea
073845.png,fraxinus
043380.png,urticaceae
005698.png,pinus
019847.png,betula
067688.png,corylus
008760.png,poaceae
097561.png,populus
061743.png,carpinus
032273.png,quercus
028906.png,populus
110264.png,cupressaceae
037512.png,alnus
028350.png,populus
088429.png,corylus
070935.png,alnus
019160.png,populus
050346.png,tilia
017902.png,populus
016544.png,tilia
110520.png,betula
070097.png,alnus
046453.png,fagus
011874.png,salix
036940.png,carpinus
064107.png,salix
100324.png,tilia
016883.png,urticaceae
105845.png,fraxinus
097454.png,fraxinus
061732.png,carpinus
060399.png,urticaceae
095765.png,alnus
059421.png,carpinus
091440.png,fraxinus
032678.png,betula
106486.png,poaceae
050212.png,urticaceae
015799.png,fraxinus
066582.png,urticaceae
102302.png,cupressaceae
103486.png,fraxinus
030758.png,picea
059986.png,alnus
042585.png,tilia
059136.png,fraxinus
017248.png,populus
113532.png,quercus
080988.png,poaceae
061140.png,urticaceae
001170.png,picea
081214.png,carpinus
063121.png,corylus
091805.png,fraxinus
062977.png,poaceae
039505.png,cupressaceae
104311.png,pinus
090350.png,pinus
099240.png,fagus
026476.png,pinus
075451.png,pinus
038343.png,quercus
104149.png,alnus
084653.png,populus
048810.png,poaceae
023345.png,fagus
039276.png,urticaceae
053077.png,carpinus
052668.png,poaceae
080261.png,populus
098129.png,pinus
041668.png,urticaceae
098510.png,tilia
069559.png,tilia
054859.png,salix
073712.png,betula
087916.png,urticaceae
042616.png,pinus
092957.png,quercus
033026.png,carpinus
021278.png,urticaceae
025466.png,betula
113211.png,populus
055585.png,fagus
096336.png,carpinus
100005.png,cupressaceae
062935.png,salix
060502.png,poaceae
002868.png,tilia
069142.png,urticaceae
063205.png,populus
068231.png,pinus
094322.png,fagus
068442.png,fagus
101529.png,tilia
074315.png,salix
007781.png,carpinus
092212.png,fagus
072199.png,poaceae
037717.png,fraxinus
045012.png,tilia
024280.png,alnus
014104.png,alnus
104949.png,urticaceae
021599.png,poaceae
114737.png,quercus
057368.png,fraxinus
057468.png,carpinus
105381.png,betula
085333.png,picea
095408.png,salix
080413.png,tilia
064348.png,corylus
003656.png,fraxinus
039783.png,quercus
007868.png,salix
094833.png,fraxinus
015698.png,carpinus
092244.png,pinus
050136.png,salix
039307.png,quercus
072958.png,populus
062448.png,alnus
018077.png,carpinus
051369.png,fraxinus
113910.png,urticaceae
040325.png,poaceae
016952.png,tilia
066298.png,salix
047387.png,quercus
054942.png,tilia
066407.png,quercus
027412.png,alnus
023040.png,poaceae
106639.png,alnus
064597.png,corylus
019933.png,tilia
027135.png,tilia
026811.png,tilia
043324.png,populus
014118.png,carpinus
031784.png,urticaceae
099231.png,fagus
013384.png,cupressaceae
098138.png,populus
085695.png,fraxinus
003880.png,urticaceae
101351.png,populus
093506.png,fraxinus
095980.png,populus
055929.png,betula
039725.png,cupressaceae
041935.png,corylus
082422.png,tilia
019308.png,betula
100759.png,urticaceae
083565.png,salix
076381.png,quercus
001695.png,urticaceae
008015.png,betula
105655.png,quercus
012128.png,poaceae
110852.png,betula
030494.png,urticaceae
105957.png,fagus
066009.png,picea
056178.png,fagus
027673.png,corylus
071872.png,urticaceae
112168.png,carpinus
094979.png,carpinus
069866.png,tilia
070084.png,betula
046107.png,corylus
050455.png,pinus
023975.png,salix
054655.png,picea
004654.png,betula
012236.png,fraxinus
077211.png,populus
041189.png,populus
016978.png,fraxinus
010434.png,quercus
102653.png,urticaceae
023446.png,cupressaceae
090103.png,carpinus
108842.png,populus
041521.png,salix
016399.png,pinus
036326.png,pinus
088171.png,urticaceae
079973.png,urticaceae
092662.png,carpinus
057177.png,pinus
080275.png,quercus
012444.png,tilia
048916.png,picea
100152.png,salix
068920.png,betula
067860.png,salix
081601.png,populus
045774.png,pinus
082461.png,tilia
019048.png,urticaceae
056814.png,alnus
039315.png,cupressaceae
018829.png,tilia
095534.png,corylus
087984.png,tilia
015739.png,poaceae
027775.png,cupressaceae
097216.png,betula
021220.png,betula
021683.png,poaceae
083430.png,corylus
084615.png,carpinus
066050.png,alnus
113990.png,fraxinus
071084.png,cupressaceae
029434.png,tilia
015890.png,fraxinus
104964.png,tilia
008900.png,picea
092395.png,salix
026502.png,corylus
073580.png,poaceae
054447.png,corylus
014289.png,corylus
000635.png,urticaceae
103390.png,tilia
043441.png,pinus
110134.png,urticaceae
070473.png,carpinus
040801.png,tilia
063778.png,quercus
034766.png,betula
086602.png,pinus
080320.png,populus
100169.png,populus
026081.png,alnus
042708.png,betula
099495.png,betula
004347.png,corylus
059765.png,populus
043687.png,alnus
091813.png,populus
077585.png,carpinus
064103.png,quercus
101315.png,fagus
041422.png,quercus
099327.png,pinus
081950.png,fagus
064000.png,tilia
054495.png,urticaceae
045783.png,pinus
087551.png,alnus
063430.png,corylus
028762.png,betula
032217.png,betula
049699.png,urticaceae
063545.png,populus
083848.png,tilia
032242.png,betula
007238.png,populus
019755.png,urticaceae
079261.png,betula
029860.png,betula
052896.png,quercus
063343.png,alnus
102860.png,salix
076594.png,pinus
073889.png,salix
098892.png,quercus
114314.png,carpinus
040984.png,tilia
073331.png,carpinus
014829.png,tilia
061718.png,poaceae
056304.png,pinus
000563.png,betula
084148.png,picea
097819.png,poaceae
077987.png,fraxinus
106234.png,poaceae
023247.png,pinus
030626.png,alnus
061902.png,salix
025122.png,quercus
043095.png,carpinus
092314.png,poaceae
011650.png,cupressaceae
056327.png,corylus
070560.png,betula
025528.png,betula
083356.png,carpinus
052090.png,tilia
107795.png,urticaceae
041508.png,picea
104065.png,poaceae
011945.png,populus
085004.png,cupressaceae
076033.png,quercus
064515.png,betula
050056.png,carpinus
044238.png,fraxinus
019086.png,betula
065675.png,urticaceae
054843.png,corylus
017484.png,picea
086128.png,quercus
040386.png,pinus
073328.png,poaceae
033543.png,quercus
040352.png,corylus
035228.png,fraxinus
022338.png,poaceae
076166.png,quercus
041289.png,pinus
054270.png,salix
110414.png,salix
083745.png,cupressaceae
019662.png,alnus
105785.png,urticaceae
107924.png,poaceae
109997.png,picea
012092.png,fagus
098770.png,pinus
066664.png,urticaceae
077309.png,urticaceae
088785.png,fraxinus
108896.png,poaceae
037250.png,tilia
065260.png,quercus
054943.png,tilia
069263.png,fraxinus
024631.png,poaceae
018942.png,salix
027617.png,populus
056705.png,urticaceae
046322.png,betula
098630.png,cupressaceae
020720.png,fraxinus
041858.png,tilia
113514.png,fraxinus
067797.png,corylus
095204.png,populus
048557.png,betula
078120.png,pinus
022422.png,poaceae
092650.png,carpinus
018474.png,poaceae
021174.png,fraxinus
052847.png,fraxinus
091497.png,fagus
114484.png,poaceae
066665.png,cupressaceae
054071.png,cupressaceae
088022.png,poaceae
004135.png,urticaceae
047180.png,tilia
020960.png,urticaceae
047730.png,alnus
002827.png,salix
090573.png,cupressaceae
028603.png,cupressaceae
044552.png,tilia
112521.png,poaceae
046463.png,betula
063854.png,fagus
042892.png,populus
060900.png,poaceae
001425.png,quercus
070336.png,pinus
063585.png,poaceae
019685.png,carpinus
043696.png,cupressaceae
094006.png,pinus
045460.png,urticaceae
045002.png,cupressaceae
102464.png,populus
056569.png,cupressaceae
000512.png,poaceae
075333.png,cupressaceae
034479.png,fraxinus
033684.png,fraxinus
095682.png,corylus
051139.png,alnus
055557.png,quercus
005346.png,populus
015317.png,urticaceae
032035.png,carpinus
041795.png,fraxinus
000686.png,carpinus
066676.png,alnus
038216.png,alnus
080437.png,urticaceae
036567.png,cupressaceae
034335.png,corylus
014300.png,salix
042534.png,pinus
088629.png,fraxinus
031502.png,corylus
013196.png,fagus
110652.png,carpinus
064422.png,tilia
055309.png,carpinus
024045.png,populus
031320.png,tilia
029956.png,corylus
033470.png,urticaceae
076092.png,poaceae
055665.png,betula
054269.png,salix
096874.png,quercus
104069.png,salix
083617.png,pinus
083354.png,fraxinus
087050.png,picea
084018.png,urticaceae
097394.png,quercus
038946.png,pinus
089749.png,cupressaceae
078092.png,cupressaceae
046409.png,carpinus
062949.png,picea
000061.png,picea
019252.png,populus
072884.png,fagus
096147.png,tilia
065496.png,fagus
099087.png,picea
111352.png,urticaceae
055220.png,tilia
041788.png,picea
004656.png,poaceae
050986.png,salix
030319.png,tilia
081314.png,corylus
076680.png,fraxinus
005649.png,fagus
001575.png,quercus
096011.png,quercus
057093.png,tilia
016624.png,carpinus
044039.png,salix
085727.png,salix
072616.png,poaceae
107889.png,salix
079157.png,fagus
079735.png,carpinus
022154.png,urticaceae
055501.png,quercus
063750.png,salix
013731.png,picea
042806.png,poaceae
076765.png,betula
036216.png,pinus
097545.png,alnus
053146.png,betula
093220.png,salix
041055.png,cupressaceae
010421.png,pinus
022583.png,betula
039869.png,cupressaceae
003786.png,picea
108118.png,pinus
033706.png,betula
020108.png,quercus
047079.png,urticaceae
104788.png,fraxinus
098530.png,alnus
014969.png,alnus
006730.png,salix
065617.png,urticaceae
057140.png,poaceae
113377.png,quercus
095699.png,populus
104589.png,cupressaceae
015428.png,corylus
066625.png,alnus
048339.png,fraxinus
101188.png,corylus
009717.png,betula
028743.png,picea
042014.png,fraxinus
055941.png,fagus
110127.png,cupressaceae
084506.png,urticaceae
097942.png,carpinus
097219.png,salix
065105.png,tilia
096295.png,quercus
072844.png,corylus
104716.png,carpinus
039188.png,cupressaceae
015662.png,corylus
041112.png,cupressaceae
028423.png,populus
042068.png,corylus
058959.png,poaceae
048629.png,picea
101682.png,fraxinus
027845.png,quercus
106976.png,populus
008627.png,poaceae
111139.png,betula
065410.png,fraxinus
035205.png,quercus
108594.png,alnus
027115.png,poaceae
092943.png,tilia
043183.png,salix
109440.png,alnus
083266.png,salix
062008.png,alnus
014383.png,poaceae
082827.png,fraxinus
006538.png,fraxinus
102447.png,poaceae
046280.png,salix
099700.png,salix
089671.png,alnus
014752.png,alnus
086779.png,betula
045141.png,corylus
036941.png,salix
112152.png,urticaceae
105120.png,corylus
044020.png,alnus
010459.png,picea
028199.png,quercus
071064.png,poaceae
042399.png,carpinus
046442.png,salix
055003.png,picea
002840.png,populus
020875.png,quercus
070913.png,fraxinus
021985.png,cupressaceae
079543.png,carpinus
093354.png,corylus
115170.png,carpinus
086654.png,carpinus
092619.png,quercus
065630.png,urticaceae
096386.png,betula
074927.png,tilia
059262.png,pinus
089720.png,salix
050408.png,pinus
011979.png,pinus
050412.png,populus
102529.png,corylus
071758.png,fagus
045328.png,salix
040285.png,picea
104508.png,quercus
083208.png,pinus
033971.png,alnus
065246.png,carpinus
101552.png,carpinus
115176.png,carpinus
003086.png,tilia
004257.png,cupressaceae
017457.png,picea
070743.png,tilia
058159.png,cupressaceae
091893.png,carpinus
007033.png,salix
051045.png,poaceae
019375.png,cupressaceae
073809.png,poaceae
029225.png,cupressaceae
024842.png,cupressaceae
006490.png,fraxinus
030752.png,carpinus
095812.png,fagus
108372.png,populus
064453.png,poaceae
003609.png,urticaceae
056352.png,carpinus
101200.png,pinus
014145.png,picea
048006.png,corylus
034678.png,corylus
090031.png,alnus
061856.png,poaceae
055551.png,urticaceae
015798.png,urticaceae
114226.png,salix
073018.png,carpinus
021561.png,quercus
014837.png,quercus
043468.png,quercus
075006.png,picea
096237.png,fraxinus
115113.png,alnus
111442.png,betula
008200.png,cupressaceae
042753.png,fraxinus
071996.png,pinus
115025.png,salix
001262.png,urticaceae
094844.png,carpinus
080082.png,salix
095886.png,quercus
115040.png,fraxinus
100227.png,fraxinus
005274.png,urticaceae
029875.png,betula
089533.png,tilia
069862.png,picea
044174.png,poaceae
076790.png,cupressaceae
025767.png,alnus
006201.png,picea
080960.png,tilia
035226.png,salix
096040.png,betula
089019.png,fagus
007435.png,pinus
048367.png,picea
082246.png,salix
035076.png,tilia
074747.png,salix
093815.png,quercus
002267.png,tilia
006355.png,urticaceae
067476.png,pinus
009377.png,picea
004320.png,picea
071968.png,tilia
092518.png,salix
048970.png,tilia
024385.png,urticaceae
044941.png,alnus
015622.png,fagus
096858.png,urticaceae
035606.png,pinus
084570.png,fagus
085793.png,pinus
035477.png,poaceae
052800.png,betula
040023.png,tilia
101191.png,alnus
073099.png,corylus
052806.png,carpinus
075003.png,betula
019563.png,tilia
034853.png,cupressaceae
078888.png,betula
002889.png,urticaceae
100826.png,fraxinus
067713.png,pinus
028633.png,urticaceae
005085.png,alnus
095881.png,quercus
057390.png,fraxinus
037699.png,betula
079923.png,fagus
088275.png,betula
080196.png,pinus
088884.png,picea
012679.png,fraxinus
104664.png,tilia
001134.png,salix
081180.png,salix
105789.png,pinus
058016.png,quercus
002846.png,tilia
101249.png,carpinus
074099.png,tilia
066865.png,populus
097529.png,urticaceae
022061.png,alnus
060068.png,populus
062298.png,alnus
007210.png,fraxinus
032090.png,quercus
060075.png,populus
103978.png,quercus
064381.png,urticaceae
007529.png,carpinus
042241.png,fraxinus
074222.png,fagus
055267.png,fraxinus
071566.png,quercus
080415.png,cupressaceae
114346.png,betula
009358.png,quercus
008133.png,picea
073566.png,picea
031345.png,pinus
035384.png,betula
054179.png,cupressaceae
046584.png,poaceae
000700.png,poaceae
110858.png,quercus
065515.png,betula
033936.png,fraxinus
031771.png,alnus
004226.png,betula
067152.png,cupressaceae
076864.png,fagus
020837.png,quercus
034638.png,poaceae
010606.png,salix
053655.png,salix
057305.png,tilia
080450.png,alnus
052857.png,carpinus
078945.png,fraxinus
020203.png,cupressaceae
080511.png,urticaceae
029608.png,populus
087087.png,populus
026492.png,populus
081577.png,populus
049036.png,fagus
095100.png,salix
022244.png,corylus
103304.png,corylus
077814.png,salix
029671.png,cupressaceae
052737.png,pinus
109314.png,fraxinus
092309.png,quercus
024326.png,salix
081346.png,carpinus
018789.png,fraxinus
081334.png,urticaceae
060395.png,picea
102027.png,betula
060877.png,urticaceae
019083.png,urticaceae
035751.png,cupressaceae
075581.png,betula
006190.png,poaceae
093690.png,corylus
013344.png,betula
001834.png,alnus
065684.png,betula
029337.png,fagus
026564.png,fraxinus
